level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	2	2	2	796	904	155	29	96.468201	T-SHIRT
5	1	1	2	2	3	1189	904	26	28	96.173370	A
5	1	1	2	2	4	1301	904	108	29	96.601326	1.000
5	1	1	2	2	5	1433	907	24	21	95.566589	x
5	1	1	2	2	6	1576	904	83	33	96.599136	0,79
5	1	1	2	2	7	1799	904	83	33	96.613510	0,79
4	1	1	2	3	0	670	986	1212	34	-1	
5	1	1	2	3	1	670	986	110	30	96.405914	Torba
5	1	1	2	3	2	796	986	155	30	96.543434	T-SHIRT
5	1	1	2	3	3	1189	987	26	28	96.442345	A
5	1	1	2	3	4	1301	986	108	30	96.632042	1.000
5	1	1	2	3	5	1433	990	24	21	95.244781	x
5	1	1	2	3	6	1576	987	83	33	96.645920	0,79
5	1	1	2	3	7	1799	987	83	33	96.641350	0,79
4	1	1	2	4	0	670	1070	1213	34	-1	
5	1	1	2	4	1	670	1070	110	30	95.942581	Torba
5	1	1	2	4	2	796	1070	155	30	95.853340	T-SHIRT
5	1	1	2	4	3	1189	1071	26	28	96.215347	A
5	1	1	2	4	4	1301	1070	108	30	95.720818	1.000
5	1	1	2	4	5	1433	1074	24	21	95.139122	x
5	1	1	2	4	6	1576	1070	83	34	96.889572	0,79
5	1	1	2	4	7	1799	1070	84	34	96.219650	0,79
4	1	1	2	5	0	674	1140	1208	47	-1	
5	1	1	2	5	1	674	1140	431	33	8.514145	Makar5pagLobru>Uuc
5	1	1	2	5	2	1187	1140	27	47	82.598579	[e
5	1	1	2	5	3	1301	1153	108	30	96.271255	1.000
5	1	1	2	5	4	1433	1157	24	20	96.198112	x
5	1	1	2	5	5	1576	1153	82	30	95.540413	2,45
5	1	1	2	5	6	1800	1153	82	30	96.159821	2,45
4	1	1	2	6	0	674	1213	1208	57	-1	
5	1	1	2	6	1	674	1213	431	47	32.510582	MakarspagbDobru>UUug
5	1	1	2	6	2	1187	1213	27	57	53.639587	Cc
5	1	1	2	6	3	1301	1237	108	29	96.259422	1.000
5	1	1	2	6	4	1433	1240	24	21	96.980072	x
5	1	1	2	6	5	1576	1237	82	29	71.471054	245
5	1	1	2	6	6	1800	1237	82	29	73.002213	2.45
4	1	1	2	7	0	674	1320	1208	38	-1	
5	1	1	2	7	1	674	1320	351	38	90.373123	RyzBiatyDtugolkg
5	1	1	2	7	2	1191	1321	23	29	68.398895	c
5	1	1	2	7	3	1302	1321	107	29	96.440865	1.000
5	1	1	2	7	4	1433	1323	24	21	96.440865	x
5	1	1	2	7	5	1576	1321	83	33	96.923477	3,89
5	1	1	2	7	6	1800	1321	82	33	96.803177	3,89
4	1	1	2	8	0	674	1403	1208	38	-1	
5	1	1	2	8	1	674	1403	351	38	90.557991	RyżBiałyDługolkg
5	1	1	2	8	2	1191	1404	23	29	63.609768	c
5	1	1	2	8	3	1302	1404	107	29	96.682350	1.000
5	1	1	2	8	4	1433	1407	24	21	96.240921	x
5	1	1	2	8	5	1576	1404	83	33	96.904617	3,89
5	1	1	2	8	6	1800	1404	82	33	96.837311	3,89
4	1	1	2	9	0	674	1487	1209	38	-1	
5	1	1	2	9	1	674	1487	72	30	96.894043	Udo
5	1	1	2	9	2	763	1496	17	20	95.165451	z
5	1	1	2	9	3	798	1487	59	30	96.511536	kur
5	1	1	2	9	4	873	1495	81	30	95.951317	meg
5	1	1	2	9	5	973	1495	19	30	95.713890	p
5	1	1	2	9	6	1010	1487	41	38	95.713890	kg
5	1	1	2	9	7	1191	1488	23	29	66.406662	c
5	1	1	2	9	8	1302	1487	107	30	96.169785	1.734
5	1	1	2	9	9	1433	1491	24	21	90.225861	X
5	1	1	2	9	10	1552	1487	107	34	96.970474	13,99
5	1	1	2	9	11	1774	1488	109	33	95.027435	24,26
4	1	1	2	10	0	730	1538	1153	39	-1	
5	1	1	2	10	1	730	1538	112	30	96.337006	Rabat
5	1	1	2	10	2	1759	1543	124	34	92.530373	-12,46
4	1	1	2	11	0	1765	1599	119	34	-1	
5	1	1	2	11	1	1765	1599	119	34	96.397911	11,80
4	1	1	2	12	0	672	1681	1210	38	-1	
5	1	1	2	12	1	672	1681	131	30	92.002464	Cebula
5	1	1	2	12	2	822	1682	117	29	92.002464	Czerw
5	1	1	2	12	3	967	1682	74	37	91.392616	Opa
5	1	1	2	12	4	1191	1681	23	30	65.926590	c
5	1	1	2	12	5	1302	1682	107	29	96.528496	1.000
5	1	1	2	12	6	1433	1685	24	21	96.021164	x
5	1	1	2	12	7	1575	1682	84	33	96.370186	4,99
5	1	1	2	12	8	1799	1682	83	33	95.969597	4,99
4	1	1	2	13	0	674	1761	1209	46	-1	
5	1	1	2	13	1	674	1765	72	30	96.926323	Udo
5	1	1	2	13	2	763	1773	17	21	96.456337	z
5	1	1	2	13	3	797	1765	60	30	96.756065	kur
5	1	1	2	13	4	873	1773	81	30	95.708122	meg
5	1	1	2	13	5	973	1773	19	30	95.805519	p
5	1	1	2	13	6	1010	1765	41	38	95.859856	kg
5	1	1	2	13	7	1187	1761	27	46	63.945614	Cc
5	1	1	2	13	8	1302	1765	106	30	96.031242	1.701
5	1	1	2	13	9	1433	1769	24	21	96.031242	x
5	1	1	2	13	10	1552	1765	107	34	96.664078	13,99
5	1	1	2	13	11	1774	1765	109	34	96.557518	23,80
4	1	1	2	14	0	730	1816	1151	39	-1	
5	1	1	2	14	1	730	1816	112	30	96.365486	Rabat
5	1	1	2	14	2	1759	1821	122	34	91.257751	-12,22
4	1	1	2	15	0	1765	1876	118	35	-1	
5	1	1	2	15	1	1765	1876	118	35	96.439682	11,58
4	1	1	2	16	0	670	1936	1212	58	-1	
5	1	1	2	16	1	670	1936	435	47	35.848007	kRęczMegasweepLzUn
5	1	1	2	16	2	1189	1961	26	28	96.776428	A
5	1	1	2	16	3	1302	1960	107	30	96.336327	1.000
5	1	1	2	16	4	1433	1964	24	21	96.336327	x
5	1	1	2	16	5	1552	1960	107	34	96.701523	13,79
5	1	1	2	16	6	1775	1960	107	34	96.537849	13,79
4	1	1	2	17	0	674	2043	1208	39	-1	
5	1	1	2	17	1	674	2044	431	38	51.006668	NapCocaColaZerol,7:
5	1	1	2	17	2	1189	2044	26	28	96.260948	A
5	1	1	2	17	3	1302	2043	107	30	96.320114	1.000
5	1	1	2	17	4	1433	2047	24	20	96.320114	x
5	1	1	2	17	5	1576	2043	82	34	96.804848	8,65
5	1	1	2	17	6	1800	2043	82	34	96.772751	8,65
4	1	1	2	18	0	674	2165	1209	38	-1	
5	1	1	2	18	1	674	2166	63	29	96.228714	But
5	1	1	2	18	2	753	2165	125	30	95.352707	Plastik
5	1	1	2	18	3	895	2165	122	38	96.775604	kaucja
5	1	1	2	18	4	1132	2165	83	30	96.324585	brak
5	1	1	2	18	5	1301	2166	108	29	96.385521	1.000
5	1	1	2	18	6	1433	2169	24	21	96.390678	x
5	1	1	2	18	7	1576	2166	83	33	96.924179	0,50
5	1	1	2	18	8	1799	2166	84	33	96.750206	0,50
4	1	1	2	19	0	672	2245	1210	46	-1	
5	1	1	2	19	1	672	2245	368	46	19.450439	OlejRzepakPolski1!
5	1	1	2	19	2	1191	2249	23	30	68.391823	c
5	1	1	2	19	3	1301	2249	108	30	96.374588	1.000
5	1	1	2	19	4	1433	2253	24	21	96.461861	x
5	1	1	2	19	5	1576	2249	83	34	96.653839	8,49
5	1	1	2	19	6	1800	2249	82	34	96.672775	8,49
4	1	1	2	20	0	672	2332	1210	38	-1	
5	1	1	2	20	1	672	2332	163	30	95.979889	Czosnek
5	1	1	2	20	2	850	2332	100	38	95.824150	Opak
5	1	1	2	20	3	978	2332	95	38	96.591408	250g
5	1	1	2	20	4	1191	2332	23	30	47.294807	e
5	1	1	2	20	5	1301	2332	108	30	96.489655	1.000
5	1	1	2	20	6	1434	2336	23	21	95.140106	x
5	1	1	2	20	7	1576	2332	83	34	96.756142	7,99
5	1	1	2	20	8	1800	2332	82	34	96.684525	7,99
4	1	1	2	21	0	670	2409	1213	45	-1	
5	1	1	2	21	1	670	2416	68	38	93.253876	Jaja
5	1	1	2	21	2	757	2409	91	37	92.937683	Ściół
5	1	1	2	21	3	864	2416	161	30	87.306450	Mx20szt
5	1	1	2	21	4	1191	2416	23	30	85.406631	C
5	1	1	2	21	5	1302	2416	107	30	86.639061	1.000
5	1	1	2	21	6	1433	2420	24	20	95.540382	x
5	1	1	2	21	7	1552	2416	107	34	96.638824	19,99
5	1	1	2	21	8	1775	2416	108	34	95.619324	19,99
4	1	1	2	22	0	674	2495	1208	43	-1	
5	1	1	2	22	1	674	2495	338	43	84.133568	BatLetheAAA8szt
5	1	1	2	22	2	1189	2500	26	28	95.826591	A
5	1	1	2	22	3	1302	2499	107	30	95.948975	1.000
5	1	1	2	22	4	1433	2502	24	21	95.948975	x
5	1	1	2	22	5	1552	2499	107	34	96.663300	10,99
5	1	1	2	22	6	1775	2499	107	34	95.882607	10,99
4	1	1	2	23	0	674	2583	1208	37	-1	
5	1	1	2	23	1	674	2583	396	37	92.153549	BatEnergMaxAA4szt
5	1	1	2	23	2	1190	2583	25	29	96.434425	A
5	1	1	2	23	3	1302	2583	107	29	96.195236	1.000
5	1	1	2	23	4	1433	2586	24	21	96.195236	x
5	1	1	2	23	5	1552	2583	107	33	96.950386	13,99
5	1	1	2	23	6	1776	2583	106	34	96.848297	13,99
4	1	1	2	24	0	674	2666	1208	34	-1	
5	1	1	2	24	1	674	2667	129	29	90.210358	KremD
5	1	1	2	24	2	820	2666	272	30	89.260666	CiaNive300ml
5	1	1	2	24	3	1189	2667	26	29	96.464088	A
5	1	1	2	24	4	1301	2667	108	29	96.480865	1.000
5	1	1	2	24	5	1433	2670	24	21	95.099197	x
5	1	1	2	24	6	1550	2667	109	33	95.751945	26,49
5	1	1	2	24	7	1774	2667	108	33	96.428810	26,49
4	1	1	2	25	0	672	2740	1210	52	-1	
5	1	1	2	25	1	672	2740	429	52	77.344017	WorkiNSmieci35Ix15s
5	1	1	2	25	2	1189	2750	26	29	96.640823	A
5	1	1	2	25	3	1301	2750	108	29	95.156616	1.000
5	1	1	2	25	4	1433	2753	24	21	96.516853	x
5	1	1	2	25	5	1575	2750	84	33	96.685242	4,99
5	1	1	2	25	6	1799	2750	83	33	96.618347	4,99
4	1	1	2	26	0	730	2839	1153	38	-1	
5	1	1	2	26	1	730	2839	112	30	96.902580	Rabat
5	1	1	2	26	2	1784	2844	99	33	92.597946	-1,50
4	1	1	2	27	0	1791	2899	92	35	-1	
5	1	1	2	27	1	1791	2899	92	35	96.642563	3,49
4	1	1	2	28	0	672	2973	1210	52	-1	
5	1	1	2	28	1	672	2973	429	52	75.733109	WorkiNSmieci35Ix15s
5	1	1	2	28	2	1189	2984	26	28	74.313660	A
5	1	1	2	28	3	1301	2983	108	30	79.122925	1.000
5	1	1	2	28	4	1433	2987	24	20	95.985573	x
5	1	1	2	28	5	1575	2983	84	34	96.865768	4,99
5	1	1	2	28	6	1799	2983	83	34	96.671371	4,99
4	1	1	2	29	0	644	3202	1237	32	-1	
5	1	1	2	29	1	644	3202	493	32	92.444733	4612/1/6950/02.01.2026
5	1	1	2	29	2	1650	3202	123	29	96.359047	Strona
5	1	1	2	29	3	1793	3202	18	29	81.847618	1
5	1	1	2	29	4	1829	3210	17	21	81.847618	z
5	1	1	2	29	5	1863	3202	18	29	96.723732	2
